channel,title,url,video_id,upload_date,duration,view_count,description_length,description,source_url,collected_at
Jason Vanlandingham - Vanlandingham Reining Horses,The Eternal Ride 9 (3/15/21),https://www.youtube.com/watch?v=BRNkamj94_I,BRNkamj94_I,20210315,8:42,210,0,,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,The Eternal Ride  8 (3/1/21),https://www.youtube.com/watch?v=UBFLNooeQbw,UBFLNooeQbw,20210301,11:15,268,0,,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,The Eternal Ride 7 (2/15/21),https://www.youtube.com/watch?v=sAENDSWYTQ4,sAENDSWYTQ4,20210215,12:06,209,0,,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,The Eternal Ride 6 (2/1/21),https://www.youtube.com/watch?v=Fg85kW2AUSo,Fg85kW2AUSo,20210201,12:34,290,0,,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,The Eternal Ride 5 (1/15/21),https://www.youtube.com/watch?v=35ohKzNlR18,35ohKzNlR18,20210115,10:46,255,0,,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,The Eternal Ride 4 (1/1/21),https://www.youtube.com/watch?v=LPF0FAg9xUI,LPF0FAg9xUI,20201231,11:52,465,0,,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,The Eternal Ride 3 (12/15/20),https://www.youtube.com/watch?v=F7cqrbZH9uQ,F7cqrbZH9uQ,20201221,10:38,338,0,,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,The Eternal Ride 2 (12/1/20),https://www.youtube.com/watch?v=El6RWh1DkeI,El6RWh1DkeI,20201217,10:12,545,0,,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,The Eternal Ride 1 (11/15/20),https://www.youtube.com/watch?v=cMrig-Sz8yM,cMrig-Sz8yM,20201216,12:51,1067,0,,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,"not ruf at all, ridden by jason vanlandingham, owned by vaughn c zimmerman   225 5 1280x720",https://www.youtube.com/watch?v=pUJLJI3m3YA,pUJLJI3m3YA,20131212,4:52,16112,33,2013 NRHA Open Futurity Champions,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,Not Ruf At All,https://www.youtube.com/watch?v=Y-Ldv6-sEPM,Y-Ldv6-sEPM,20131111,5:22,1966,96,2013 Open Futurity Champions High Roller Reining Classic: Not Ruf At All and Jason Vanlandingham,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,highlight video,https://www.youtube.com/watch?v=Q7nfddzCPUE,Q7nfddzCPUE,20131106,6:08,1046,0,,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,A Smokin Whiz,https://www.youtube.com/watch?v=50OiBeOjS80,50OiBeOjS80,20130902,4:26,2392,37,2013 NRHA Open Derby Reserve Champion,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,Not Ruf At All,https://www.youtube.com/watch?v=LuNwx3SWpxY,LuNwx3SWpxY,20130901,5:43,3664,63,Open Futurity Champions at the 2013 Ariat Tulsa Reining Classic,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
Jason Vanlandingham - Vanlandingham Reining Horses,A SMOKIN WHIZ,https://www.youtube.com/watch?v=pagG0TzXmZc,pagG0TzXmZc,20120114,4:50,1346,41,2011 NRHA Level 3 OPEN FUTURITY CHAMPION.,https://www.youtube.com/user/jasonvanlandingham,2026-06-17 20:41:07
